nl_text,code_snippet
specific shuffling list in python,"['e', 'b', 'f', 'c', 'a', 'd']"
regex for getting all digits in a string after a character,"re.findall('\\d+(?=[^[]+$)', s)"
grouping dates in django,return qs.values('date').annotate(Sum('amount')).order_by('date')
how to extract the year from a python datetime object?,a = datetime.datetime.now().year
convert a urllib unquoted string `unescaped` to a json data `json_data`,json_data = json.loads(unescaped)
string of bytes into an int,"int(s.replace(' ', ''), 16)"
combining two sorted lists in python,"[9.743937969207764, 9.884459972381592, 9.552299976348877]"
append list `a` to `c`,c.extend(a)
reverse a string in python without using reversed or [::-1],"list(range(len(strs) - 1, -1, -1))"
how to call base class's __init__ method from the child class?,"super(ChildClass, self).__init__(*args, **kwargs)"
zip and apply a list of functions over a list of values in python,"[x(y) for x, y in zip(functions, values)]"
dot notation string manipulation,""""""""""""".join('[{}]'.format(e) for e in s.split('.'))"
in python how do i convert a single digit number into a double digits string?,print('{0}'.format('5'.zfill(2)))
getting the first item item in a many-to-many relation in django,Group.objects.get(id=1).members.all()[0]
multiple lines of x tick labels in matplotlib,ax.set_xticklabels(xlbls)
how to add an integer to each element in a list?,new_list = [(x + 1) for x in my_list]
reading data from text file with missing values,"genfromtxt('missing1.dat', delimiter=',')"
create pandas data frame `df` from txt file `filename.txt` with column `region name` and separator `;`,"df = pd.read_csv('filename.txt', sep=';', names=['Region Name'])"
pls-da algorithm in python,mypred = myplsda.predict(Xdata)
pandas : delete rows based on other rows,"pd.merge(df.reset_index(), df, on='sseqid')"
access value associated with key 'american' of key 'apple' from dictionary `dict`,dict['Apple']['American']
numpy: efficiently add rows of a matrix,out = mat[0] * (len(ixs) - len(nzidx)) + mat[ixs[nzidx]].sum(axis=0)
what is the easiest way to convert list with str into list with int?,"list(map(int, ['1', '2', '3']))"
python - set list range to a specific value,my_list[bounds[0]:bounds[1] + 1] = ['foo'] * (bounds[1] + 1 - bounds[0])
array initialization in python,"[(x + i * y) for i in range(1, 10)]"
append list `mylog` to `list1`,list1.extend(mylog)
python 2.7 getting user input and manipulating as string without quotations,testVar = input('Ask user for something.')
how can i splice a string?,t = s[:1] + 'whatever' + s[6:]
python 2.7 counting number of dictionary items with given value,sum(1 for x in list(d.values()) if some_condition(x))
creating a dictionary from a csv file,"{'123': {'Foo': '456', 'Bar': '789'}, 'abc': {'Foo': 'def', 'Bar': 'ghi'}}"
python version 2.7: xml elementtree: how to iterate through certain elements of a child element in order to find a match,element.find('visits')
python regex alternative for join,"re.sub('(?<=.)(?=.)', '-', s)"
how does python variable scoping works?,example2()
split string `text` by space,text.split()
how to sum a 2d array in python?,"sum(map(sum, a))"
python regex split case insensitive in 2.6,"re.compile('XYZ', re.IGNORECASE).split('fooxyzbar')"
how to write dataframe to postgres table?,"df.to_sql('table_name', engine)"
how can i build a python datastructure by reading it from a file,"[1, 2, 3, 4]"
how do i tell a file from directory in python?,"current, dirs, files = next(os.walk('/path'))"
"extracting words from a string, removing punctuation and returning a list with separated words in python","re.compile('\\w+').findall('Hello world, my name is...James the 2nd!')"
removing letters from a list of both numbers and letters,sum(int(c) for c in strs if c.isdigit())
how do i stack two dataframes next to each other in pandas?,"pd.concat([GOOG, AAPL], keys=['GOOG', 'AAPL'], axis=1)"
python print string to text file,text_file.write('Purchase Amount: {0}'.format(TotalAmount))
make a list of lists in which each list `g` are the elements from list `test` which have the same characters up to the first `_` character,"[list(g) for _, g in itertools.groupby(test, lambda x: x.split('_')[0])]"
attach a calculated column to an existing dataframe,df.index
converting integer to binary in python,bin(6)[2:].zfill(8)
case insensitive string comparison between `string1` and `string2`,"if (string1.lower() == string2.lower()):
    pass"
read csv file 'my_file.csv' into numpy array,"my_data = genfromtxt('my_file.csv', delimiter=',')"
how to implement a watchdog timer in python?,time.sleep(0.1)
how to reverse tuples in python?,reversed(x)
interpolating one time series onto another in pandas,"pd.concat([data, ts]).sort_index().interpolate().reindex(ts.index)"
repeating elements in list comprehension,"[y for x in range(3) for y in [x, x]]"
how to create a function that outputs a matplotlib figure?,plt.show()
pandas/python: how to concatenate two dataframes without duplicates?,"pandas.concat([df1, df2]).drop_duplicates().reset_index(drop=True)"
"fix first element, shuffle the rest of a list/array",numpy.random.shuffle(a[1:])
reading utf-8 characters from a gzip file in python,"gzip.open('file.gz', 'rt', encoding='utf-8')"
complex sorting of a list,"['8:00', '12:30', '1:45', '6:15']"
python: how to run unittest.main() for all source files in a subdirectory?,unittest.main()
how to set a default string for raw_input?,i = input('Please enter name[Jack]:') or 'Jack'
parse fb graph api date string into python datetime,"time.strptime('2011-03-06T03:36:45+0000', '%Y-%m-%dT%H:%M:%S+0000')"
best way to format integer as string with leading zeros?,print('{0:05d}'.format(i))
how to mute all sounds in chrome webdriver with selenium,driver.get('https://www.youtube.com/watch?v=hdw1uKiTI5c')
element-wise minimum of multiple vectors in numpy,"np.minimum.accumulate([np.arange(3), np.arange(2, -1, -1), np.ones((3,))])"
hide axis values in matplotlib,plt.show()
how to remove the space between subplots in matplotlib.pyplot?,plt.show()
how to create a python dictionary with double quotes as default quote format?,"{'arun': 'maya', 'bill': 'samantha', 'jack': 'ilena', 'hari': 'aradhana'}"
sending json request with python,"json.dumps(data).replace('""', '')"
how to print negative zero in python,"print(('%.0f\xb0%.0f\'%.0f""' % (deg, fabs(min), fabs(sec))).encode('utf-8'))"
python: split string with multiple delimiters,"re.split('; |, |\\*|\n', a)"
how do i specify a range of unicode characters,"re.compile('[\\u0020-\\u00d7ff]', re.DEBUG)"
extract the 2nd elements from a list of tuples,[x[1] for x in elements]
python find list lengths in a sublist,[len(x) for x in a[0]]
how to write russian characters in file?,"writefile = codecs.open('write.txt', 'w', 'utf-8')"
python multi-dimensional array initialization without a loop,"numpy.empty((10, 4, 100))"
retrieve an arbitrary value from dictionary `dict`,next(iter(dict.values()))
"list all "".txt"" files of a directory ""/home/adam/""",print(glob.glob('/home/adam/*.txt'))
"how to use regular expression to separate numbers and characters in strings like ""30m1000n20m""","re.findall('([0-9]+|[A-Z])', '20M10000N80M')"
"""pythonic"" method to parse a string of comma-separated integers into a list of integers?","map(int, myString.split(','))"
convert a set of tuples `queryresult` to a string `emaillist`,emaillist = '\n'.join(item[0] for item in queryresult)
how to filter a dictionary according to an arbitrary condition function?,"{k: v for k, v in list(points.items()) if v[0] < 5 and v[1] < 5}"
call a shell script `notepad` using subprocess,subprocess.call(['notepad'])
initialize a list of empty lists `a` of size 3,a = [[] for i in range(3)]
find the index of sub string 's' in string `str` starting from index 11,"str.find('s', 11)"
"run the code contained in string ""print('hello')""","eval(""print('Hello')"")"
convert dictionary `dict` into a flat list,print([y for x in list(dict.items()) for y in x])
check if any of the items in  `search` appear in `string`,any(x in string for x in search)
consequences of abusing nltk's word_tokenize(sent),"nltk.tokenize.word_tokenize('Hello, world. How are you?')"
how to do multiple arguments to map function where one remains the same in python?,"map(lambda x: x + 2, [1, 2, 3])"
how can i set the y axis in radians in a python plot?,plt.show()
custom python list sorting,alist.sort(key=lambda x: x.foo)
how do i transform a multi-level list into a list of strings in python?,[''.join(x) for x in a]
django: variable parameters in urlconf,"url('^(?P<category>\\w)/(?P<filters>.*)/$', 'myview'),"
how do i convert a string 2 bytes long to an integer in python,"struct.unpack('h', pS[0:2])"
drawing cards from a deck in scipy with scipy.stats.hypergeom,"scipy.stats.hypergeom.pmf(k, M, n, N)"
running python code contained in a string,"eval(""print('Hello, %s'%name)"", {}, {'name': 'person-b'})"
efficient loop over numpy array,np.sum(a)
how to compute skipgrams in python?,raise Exception('Degree of Ngrams (n) needs to be bigger than skip (k)')
print a digit `your_number` with exactly 2 digits after decimal,print('{0:.2f}'.format(your_number))
how to pass argparse arguments to a class,args = parser.parse_args()
label data when doing a scatter plot in python,plt.legend()
flask sqlalchemy many-to-many insert data,db.session.commit()
python argparse with dependencies,"parser.add_argument('host', nargs=1, help='ip address to lookup')"
how to check whether the system is freebsd in a python script?,platform.system()
fastest way to count number of occurrences in a python list,"Counter({'1': 6, '2': 4, '7': 3, '10': 2})"
django redirect to root from a view,redirect('Home.views.index')
python logging module: custom loggers,logging.getLogger('foo')
python - flatten a dict of lists into unique values?,"[k for k, g in groupby(sorted(chain.from_iterable(iter(content.values()))))]"
"convert a list of strings `['1', '-1', '1']` to a list of numbers","map(int, ['1', '-1', '1'])"
how to make good reproducible pandas examples,df.groupby('A').sum()
python - return rows after a certain date where a condition is met,df.groupby('deviceid').apply(after_purchase)
python - converting a string of numbers into a list of int,"map(int, example_string.split(','))"
django: how to disable ordering in model,People.objects.all().order_by()
how to add columns to sqlite3 python?,"c.execute(""alter table linksauthor add column '%s' 'float'"" % author)"
how does this function to remove duplicate characters from a string in python work?,print(' '.join(OrderedDict.fromkeys(s)))
"in python, how to display current time in readable format","time.strftime('%l:%M%p %z on %b %d, %Y')"
how to add http headers in suds 0.3.6?,client.set_options(headers={'key2': 'value'})
transposing part of a pandas dataframe,df.fillna(0)
check if `x` is an integer,(type(x) == int)
update database with multiple sql statments,cnx.commit()
proper use of mutexes in python,p.start()
get output of script `proc`,print(proc.communicate()[0])
how to reverse string with stride via python string slicing,""""""""""""".join([a[::-1][i:i + 2][::-1] for i in range(0, len(a), 2)])"
map two lists into a dictionary in python,"list(zip(keys, values))"
retrieving contents from a directory on a network drive (windows),os.listdir('\\\\server\x0colder\\subfolder\\etc')
pythonic way of removing reversed duplicates in list,data = {tuple(sorted(item)) for item in lst}
print a progress-bar processing in python,sys.stdout.flush()
how to calculate percentage of sparsity for a numpy array/matrix?,np.prod(a.shape)
get equivalent week number from a date `2010/6/16` using  isocalendar,"datetime.date(2010, 6, 16).isocalendar()[1]"
place the radial ticks in plot `ax` at 135 degrees,ax.set_rlabel_position(135)
